"NUMEROPT","CARACTERISTICA"
"9103/2020","Andaime - Pós-Montagem/Utilização"
"9119/2020","Pressurizado"
"9129/2020","Pressurizado"
"9130/2020","Andaime - Pré-Montagem/Desmontagem"
"9142/2020","Chama Aberta"
"9146/2020","Tratamento Mecânico e Pintura"
"9150/2020","Andaime - Pós-Montagem/Utilização"
"9154/2020","Chama Aberta"
"9155/2020","Andaime - Pré-Montagem/Desmontagem"
"9164/2020","Chama Aberta"
"9182/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"9186/2020","Parafusadeira e Torqueadeira"
"9189/2020","Pressurizado"
"9189/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"9192/2020","Andaime - Pré-Montagem/Desmontagem"
"9193/2020","Altura - Acesso por Cordas"
"9195/2020","Tratamento Mecânico e Pintura"
"9212/2020","Chama Aberta"
"9213/2020","Pressurizado"
"9214/2020","Andaime - Pós-Montagem/Utilização"
"9218/2020","Elétrico"
"9219/2020","Pressurizado"
"9241/2020","Esmerilhadeira e Lixadeira"
"9243/2020","Altura - Acesso por Cordas"
"9254/2020","Chama Aberta"
"9272/2020","Serviço Crítico"
"9281/2020","Tratamento Mecânico e Pintura"
"9295/2020","Andaime - Pós-Montagem/Utilização"
"9302/2020","Pressurizado"
"9312/2020","Andaime - Pré-Montagem/Desmontagem"
"9333/2020","Elétrico"
"9337/2020","Elétrico"
"9342/2020","Tratamento manual e pintura"
"9350/2020","Chama Aberta"
"9350/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"9356/2020","Andaime - Pós-Montagem/Utilização"
"9364/2020","Esmerilhadeira e Lixadeira"
"9367/2020","Tratamento Mecânico e Pintura"
"9382/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"9383/2020","Andaime - Pós-Montagem/Utilização"
"9387/2020","Altura - Acesso por Cordas"
"9389/2020","Chama Aberta"
"9397/2020","Andaime - Pré-Montagem/Desmontagem"
"9422/2020","Andaime - Pós-Montagem/Utilização"
"9425/2020","Tratamento Mecânico e Pintura"
"9447/2020","Chama Aberta"
"9452/2020","Espaço Confinado"
"9476/2020","Andaime - Pós-Montagem/Utilização"
"9488/2020","Elétrico"
"9495/2020","Andaime - Pré-Montagem/Desmontagem"
"9498/2020","Espaço Confinado"
"9508/2020","Andaime - Pós-Montagem/Utilização"
"9510/2020","Pressurizado"
"9511/2020","Andaime - Pós-Montagem/Utilização"
"9513/2020","Altura - Acesso por Cordas"
"9516/2020","Pressurizado"
"9518/2020","Pressurizado"
"9543/2020","Elétrico"
"9545/2020","Pressurizado"
"9548/2020","Esmerilhadeira e Lixadeira"
"9555/2020","Elétrico"
"9558/2020","Andaime - Pós-Montagem/Utilização"
"9560/2020","Pressurizado"
"9562/2020","Hidrojateamento"
"9565/2020","Andaime - Pós-Montagem/Utilização"
"9578/2020","Andaime - Pré-Montagem/Desmontagem"
"9593/2020","Andaime - Pós-Montagem/Utilização"
"9595/2020","Movimentação de Carga"
"9596/2020","Chama Aberta"
"9602/2020","Raquetes e Flanges Cegos"
"9607/2020","Andaime - Pós-Montagem/Utilização"
"9614/2020","Chama Aberta"
"9616/2020","Chama Aberta"
"9621/2020","Pressurizado"
"9623/2020","Acesso e trabalho em casas de bombas"
"9626/2020","Risco de Perda de Produção"
"9638/2020","Andaime - Pré-Montagem/Desmontagem"
"9640/2020","Uso de Marreta"
"9643/2020","Uso de Marreta"
"9649/2020","Hidrojateamento"
"9656/2020","Chama Aberta"
"9660/2020","Pressurizado"
"9675/2020","Altura - Acesso por Cordas"
"9679/2020","Altura - Acesso por Cordas"
"9685/2020","Chama Aberta"
"9693/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"9703/2020","Pressurizado"
"9707/2020","Altura - Acesso por Cordas"
"9712/2020","Altura - Acesso por Cordas"
"9726/2020","Esmerilhadeira e Lixadeira"
"9727/2020","Andaime - Pré-Montagem/Desmontagem"
"9728/2020","Andaime - Pós-Montagem/Utilização"
"9731/2020","Andaime - Pós-Montagem/Utilização"
"9763/2020","Uso de Marreta"
"9764/2020","Altura - Acesso por Cordas"
"9765/2020","Chama Aberta"
"9788/2020","Tratamento Mecânico e Pintura"
"9800/2020","Pressurizado"
"9802/2020","Inibição em funções de Controle e Segurança"
"9820/2020","Chama Aberta"
"9820/2020","Esmerilhadeira e Lixadeira"
"9831/2020","Chama Aberta"
"9848/2020","Tratamento Mecânico e Pintura"
"9848/2020","Andaime - Pós-Montagem/Utilização"
"9850/2020","Chama Aberta"
"9850/2020","Esmerilhadeira e Lixadeira"
"9851/2020","Esmerilhadeira e Lixadeira"
"9863/2020","Pressurizado"
"9865/2020","Chama Aberta"
"9869/2020","Esmerilhadeira e Lixadeira"
"9874/2020","Andaime - Pós-Montagem/Utilização"
"9875/2020","Altura - Acesso por Cordas"
"9882/2020","Andaime - Pré-Montagem/Desmontagem"
"9895/2020","Andaime - Pré-Montagem/Desmontagem"
"9895/2020","Andaime - Pós-Montagem/Utilização"
"9908/2020","Pressurizado"
"9936/2020","Elétrico"
"9942/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"9949/2020","Movimentação de Carga"
"9951/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"9983/2020","Andaime - Pré-Montagem/Desmontagem"
"9987/2020","Chama Aberta"
"9987/2020","Altura - Acesso por Cordas"
"9990/2020","Andaime - Pós-Montagem/Utilização"
"9993/2020","Pressurizado"
"9996/2020","Andaime - Pós-Montagem/Utilização"
"9999/2020","Elétrico"
"10001/2020","Elétrico"
"10010/2020","Elétrico"
"10018/2020","Esmerilhadeira e Lixadeira"
"10019/2020","Esmerilhadeira e Lixadeira"
"10028/2020","Chama Aberta"
"10030/2020","Tratamento manual e pintura"
"10032/2020","Andaime - Pós-Montagem/Utilização"
"10038/2020","Tratamento Mecânico e Pintura"
"10049/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"10054/2020","Pressurizado"
"10067/2020","Chama Aberta"
"10072/2020","Andaime - Pré-Montagem/Desmontagem"
"10074/2020","Andaime - Pré-Montagem/Desmontagem"
"10075/2020","Hidrojateamento"
"10076/2020","Serviço Crítico"
"10077/2020","Chama Aberta"
"10081/2020","Parafusadeira e Torqueadeira"
"10082/2020","Sobre o Mar"
"10099/2020","Andaime - Pós-Montagem/Utilização"
"10114/2020","Elétrico"
"10115/2020","Pressurizado"
"10117/2020","Chama Aberta"
"10122/2020","Noturno"
"10122/2020","Andaime - Pré-Montagem/Desmontagem"
"10134/2020","Noturno"
"10142/2020","Andaime - Pós-Montagem/Utilização"
"10143/2020","Altura - Acesso por Cordas"
"10154/2020","Esmerilhadeira e Lixadeira"
"10158/2020","Altura - Acesso por Cordas"
"10159/2020","Chama Aberta"
"10159/2020","Esmerilhadeira e Lixadeira"
"10172/2020","Altura - Acesso por Cordas"
"10181/2020","Andaime - Pós-Montagem/Utilização"
"10194/2020","Esmerilhadeira e Lixadeira"
"10195/2020","Tratamento Mecânico e Pintura"
"10228/2020","Uso de Marreta"
"10233/2020","Andaime - Pós-Montagem/Utilização"
"10238/2020","Elétrico"
"10239/2020","Hidrojateamento"
"10241/2020","Esmerilhadeira e Lixadeira"
"10263/2020","Risco de Perda de Produção"
"10270/2020","Altura - Acesso por Cordas"
"10272/2020","Raquetes e Flanges Cegos"
"10290/2020","Tratamento Mecânico e Pintura"
"10293/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"10296/2020","Hidrojateamento"
"10310/2020","Andaime - Pré-Montagem/Desmontagem"
"10313/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"10322/2020","Andaime - Pré-Montagem/Desmontagem"
"10330/2020","Serviço Crítico"
"10336/2020","Tratamento manual e pintura"
"10337/2020","Andaime - Pré-Montagem/Desmontagem"
"10343/2020","Espaço Confinado"
"10344/2020","Chama Aberta"
"10346/2020","Chama Aberta"
"10348/2020","Andaime - Pós-Montagem/Utilização"
"10360/2020","Andaime - Pré-Montagem/Desmontagem"
"10364/2020","Pressurizado"
"10370/2020","Tratamento Mecânico e Pintura"
"10377/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"10378/2020","Tratamento Mecânico e Pintura"
"10380/2020","Pressurizado"
"10381/2020","Serviço Crítico"
"10386/2020","Andaime - Pré-Montagem/Desmontagem"
"10388/2020","Tratamento Mecânico e Pintura"
"10388/2020","Andaime - Pós-Montagem/Utilização"
"10390/2020","Elétrico"
"10405/2020","Altura - Acesso por Cordas"
"10425/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"10427/2020","Elétrico"
"10433/2020","Esmerilhadeira e Lixadeira"
"10435/2020","Andaime - Pré-Montagem/Desmontagem"
"10437/2020","Andaime - Pré-Montagem/Desmontagem"
"10438/2020","Andaime - Pós-Montagem/Utilização"
"10441/2020","Chama Aberta"
"10450/2020","Chama Aberta"
"10451/2020","Noturno"
"10455/2020","Andaime - Pré-Montagem/Desmontagem"
"10460/2020","Andaime - Pós-Montagem/Utilização"
"10474/2020","Andaime - Pós-Montagem/Utilização"
"10487/2020","Espaço Confinado"
"10/2020","Pressurizado"
"18/2020","Elétrico"
"29/2020","Pressurizado"
"35/2020","Altura - Acesso por Cordas"
"40/2020","Elétrico"
"47/2020","Altura - Acesso por Cordas"
"73/2020","Andaime - Pós-Montagem/Utilização"
"74/2020","Chama Aberta"
"79/2020","Andaime - Pós-Montagem/Utilização"
"85/2020","Elétrico"
"111/2020","Tratamento Mecânico e Pintura"
"113/2020","Andaime - Pré-Montagem/Desmontagem"
"119/2020","Altura - Acesso por Cordas"
"123/2020","Altura - Acesso por Cordas"
"130/2020","Elétrico"
"139/2020","Sobre o Mar"
"155/2020","Pressurizado"
"165/2020","Pressurizado"
"190/2020","Andaime - Pré-Montagem/Desmontagem"
"199/2020","Elétrico"
"205/2020","Andaime - Pré-Montagem/Desmontagem"
"213/2020","Andaime - Pós-Montagem/Utilização"
"214/2020","Hidrojateamento"
"218/2020","Andaime - Pós-Montagem/Utilização"
"233/2020","Chama Aberta"
"240/2020","Andaime - Pré-Montagem/Desmontagem"
"248/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"252/2020","Andaime - Pré-Montagem/Desmontagem"
"256/2020","Pressurizado"
"280/2020","Tratamento Mecânico e Pintura"
"320/2020","Andaime - Pré-Montagem/Desmontagem"
"323/2020","Serviço Crítico"
"326/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"332/2020","Espaço Confinado"
"333/2020","Chama Aberta"
"340/2020","Andaime - Pré-Montagem/Desmontagem"
"350/2020","Andaime - Pós-Montagem/Utilização"
"359/2020","Pressurizado"
"363/2020","Andaime - Pré-Montagem/Desmontagem"
"409/2020","Altura - Acesso por Cordas"
"411/2020","Espaço Confinado"
"412/2020","Altura - Acesso por Cordas"
"413/2020","Pressurizado"
"414/2020","Andaime - Pós-Montagem/Utilização"
"443/2020","Tratamento Mecânico e Pintura"
"470/2020","Pressurizado"
"472/2020","Andaime - Pré-Montagem/Desmontagem"
"473/2020","Andaime - Pós-Montagem/Utilização"
"500/2020","Risco de Perda de Produção"
"508/2020","Andaime - Pós-Montagem/Utilização"
"508/2020","Uso de Marreta"
"516/2020","Pressurizado"
"519/2020","Pressurizado"
"544/2020","Tratamento Mecânico e Pintura"
"546/2020","Altura - Acesso por Cordas"
"574/2020","Espaço Confinado"
"600/2020","Pressurizado"
"606/2020","Sobre o Mar"
"616/2020","Andaime - Pré-Montagem/Desmontagem"
"620/2020","Chama Aberta"
"621/2020","Andaime - Pós-Montagem/Utilização"
"676/2020","Pressurizado"
"694/2020","Andaime - Pré-Montagem/Desmontagem"
"700/2020","Chama Aberta"
"710/2020","Tratamento Mecânico e Pintura"
"729/2020","Elétrico"
"742/2020","Altura - Acesso por Cordas"
"751/2020","Espaço Confinado"
"757/2020","Espaço Confinado"
"762/2020","Elétrico"
"767/2020","Altura - Acesso por Cordas"
"788/2020","Uso de Marreta"
"795/2020","Pressurizado"
"805/2020","Andaime - Pós-Montagem/Utilização"
"816/2020","Pressurizado"
"832/2020","Tratamento Mecânico e Pintura"
"833/2020","Altura - Acesso por Cordas"
"836/2020","Andaime - Pós-Montagem/Utilização"
"851/2020","Espaço Confinado"
"862/2020","Chama Aberta"
"877/2020","Andaime - Pós-Montagem/Utilização"
"887/2020","Serviço Crítico"
"887/2020","Chama Aberta"
"891/2020","Andaime - Pré-Montagem/Desmontagem"
"922/2020","Elétrico"
"951/2020","Pressurizado"
"966/2020","Andaime - Pós-Montagem/Utilização"
"967/2020","Sobre o Mar"
"986/2020","Pressurizado"
"993/2020","Altura - Acesso por Cordas"
"1006/2020","Elétrico"
"1026/2020","Chama Aberta"
"1033/2020","Uso de Marreta"
"1034/2020","Pressurizado"
"1058/2020","Pressurizado"
"1060/2020","Elétrico"
"1072/2020","Andaime - Pré-Montagem/Desmontagem"
"1089/2020","Uso de Marreta"
"1090/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"1102/2020","Andaime - Pré-Montagem/Desmontagem"
"1107/2020","Chama Aberta"
"1138/2020","Elétrico"
"1204/2020","Altura - Acesso por Cordas"
"1211/2020","Andaime - Pré-Montagem/Desmontagem"
"1227/2020","Pressurizado"
"1228/2020","Elétrico"
"1228/2020","Altura - Acesso por Cordas"
"1241/2020","Sobre o Mar"
"1249/2020","Uso de Marreta"
"1259/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"1284/2020","Pressurizado"
"1293/2020","Andaime - Pré-Montagem/Desmontagem"
"1295/2020","Elétrico"
"1302/2020","Tratamento Mecânico e Pintura"
"1315/2020","Andaime - Pós-Montagem/Utilização"
"1316/2020","Pressurizado"
"1316/2020","Uso de Marreta"
"1325/2020","Andaime - Pré-Montagem/Desmontagem"
"1336/2020","Chama Aberta"
"1343/2020","Andaime - Pré-Montagem/Desmontagem"
"1345/2020","Tratamento Mecânico e Pintura"
"1349/2020","Tratamento Mecânico e Pintura"
"1358/2020","Elétrico"
"1375/2020","Pressurizado"
"1391/2020","Pressurizado"
"1419/2020","Elétrico"
"1425/2020","Chama Aberta"
"1447/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"1456/2020","Altura - Acesso por Cordas"
"1463/2020","Andaime - Pré-Montagem/Desmontagem"
"1465/2020","Tratamento Mecânico e Pintura"
"1470/2020","Pressurizado"
"1482/2020","Elétrico"
"1487/2020","Risco de Perda de Produção"
"1495/2020","Noturno"
"1515/2020","Elétrico"
"1519/2020","Andaime - Pré-Montagem/Desmontagem"
"1546/2020","Pressurizado"
"1553/2020","Tratamento Mecânico e Pintura"
"1554/2020","Serviço Crítico"
"1556/2020","Tratamento Mecânico e Pintura"
"1569/2020","Elétrico"
"1610/2020","Pressurizado"
"1611/2020","Espaço Confinado"
"1617/2020","Andaime - Pré-Montagem/Desmontagem"
"1630/2020","Tratamento Mecânico e Pintura"
"1643/2020","Pressurizado"
"1653/2020","Chama Aberta"
"1653/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"1655/2020","Sobre o Mar"
"1661/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"1665/2020","Elétrico"
"1675/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"1685/2020","Pressurizado"
"1725/2020","Andaime - Pré-Montagem/Desmontagem"
"1727/2020","Andaime - Pré-Montagem/Desmontagem"
"1742/2020","Elétrico"
"1753/2020","Pressurizado"
"1753/2020","Altura - Acesso por Cordas"
"1775/2020","Altura - Acesso por Cordas"
"1793/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"1811/2020","Andaime - Pré-Montagem/Desmontagem"
"1821/2020","Sobre o Mar"
"1821/2020","Altura - Acesso por Cordas"
"1840/2020","Elétrico"
"1841/2020","Andaime - Pós-Montagem/Utilização"
"1842/2020","Pressurizado"
"1857/2020","Chama Aberta"
"1861/2020","Altura - Acesso por Cordas"
"1872/2020","Sobre o Mar"
"1879/2020","Serviço Crítico"
"1884/2020","Corte e Solda"
"1893/2020","Pressurizado"
"1904/2020","Tratamento Mecânico e Pintura"
"1925/2020","Elétrico"
"1948/2020","Tratamento Mecânico e Pintura"
"1949/2020","Andaime - Pós-Montagem/Utilização"
"1951/2020","Teste Hidrostático"
"1976/2020","Altura - Acesso por Cordas"
"1981/2020","Altura - Acesso por Cordas"
"1990/2020","Serviço Crítico"
"1996/2020","Chama Aberta"
"2008/2020","Pressurizado"
"2014/2020","Andaime - Pré-Montagem/Desmontagem"
"2018/2020","Altura - Acesso por Cordas"
"2038/2020","Uso de Marreta"
"2040/2020","Elétrico"
"2041/2020","Tratamento manual e pintura"
"2070/2020","Andaime - Pré-Montagem/Desmontagem"
"2076/2020","Tratamento Mecânico e Pintura"
"2079/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"2084/2020","Risco de Perda de Produção"
"2088/2020","Chama Aberta"
"2090/2020","Tratamento Mecânico e Pintura"
"2093/2020","Andaime - Pré-Montagem/Desmontagem"
"2105/2020","Elétrico"
"2106/2020","Andaime - Pós-Montagem/Utilização"
"2114/2020","Serviço Crítico"
"2116/2020","Pressurizado"
"2144/2020","Andaime - Pré-Montagem/Desmontagem"
"2156/2020","Chama Aberta"
"2183/2020","Pressurizado"
"2202/2020","Tratamento Mecânico e Pintura"
"2204/2020","Altura - Acesso por Cordas"
"2207/2020","Chama Aberta"
"2220/2020","Elétrico"
"2233/2020","Pressurizado"
"2242/2020","Elétrico"
"2257/2020","Chama Aberta"
"2265/2020","Andaime - Pré-Montagem/Desmontagem"
"2316/2020","Espaço Confinado"
"2316/2020","Elétrico"
"2319/2020","Altura - Acesso por Cordas"
"2330/2020","Tratamento Mecânico e Pintura"
"2349/2020","Andaime - Pré-Montagem/Desmontagem"
"2359/2020","Altura - Acesso por Cordas"
"2376/2020","Pressurizado"
"2387/2020","Chama Aberta"
"2398/2020","Elétrico"
"2439/2020","Tratamento Mecânico e Pintura"
"2451/2020","Andaime - Pré-Montagem/Desmontagem"
"2452/2020","Andaime - Pré-Montagem/Desmontagem"
"2455/2020","Chama Aberta"
"2457/2020","Chama Aberta"
"2457/2020","Andaime - Pós-Montagem/Utilização"
"2458/2020","Serviço Crítico"
"2467/2020","Pressurizado"
"2470/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"2473/2020","Serviço Crítico"
"2477/2020","Elétrico"
"2480/2020","Chama Aberta"
"2483/2020","Andaime - Pós-Montagem/Utilização"
"2510/2020","Andaime - Pré-Montagem/Desmontagem"
"2514/2020","Andaime - Pré-Montagem/Desmontagem"
"2518/2020","Altura - Acesso por Cordas"
"2528/2020","Andaime - Pós-Montagem/Utilização"
"2543/2020","Tratamento Mecânico e Pintura"
"2559/2020","Chama Aberta"
"2560/2020","Pressurizado"
"2561/2020","Tratamento Mecânico e Pintura"
"2564/2020","Chama Aberta"
"2567/2020","Pressurizado"
"2610/2020","Andaime - Pré-Montagem/Desmontagem"
"2611/2020","Andaime - Pré-Montagem/Desmontagem"
"2675/2020","Risco de Perda de Produção"
"2689/2020","Tratamento manual e pintura"
"2690/2020","Tratamento Mecânico e Pintura"
"2721/2020","Tratamento Mecânico e Pintura"
"2727/2020","Chama Aberta"
"2757/2020","Chama Aberta"
"2760/2020","Tratamento Mecânico e Pintura"
"2775/2020","Intervenção Automação - PLC"
"2783/2020","Espaço Confinado"
"2821/2020","Espaço Confinado"
"2822/2020","Espaço Confinado"
"2823/2020","Espaço Confinado"
"2825/2020","Elétrico"
"2830/2020","Pressurizado"
"2835/2020","Pressurizado"
"2863/2020","Tratamento Mecânico e Pintura"
"2868/2020","Altura - Acesso por Cordas"
"2875/2020","Andaime - Pós-Montagem/Utilização"
"2885/2020","Pressurizado"
"2892/2020","Mov. de Carga - Talhas, Pontes Rol e Paus de Carga"
"2895/2020","Andaime - Pré-Montagem/Desmontagem"
"2897/2020","Espaço Confinado"
"2909/2020","Tratamento Mecânico e Pintura"
